QuestID	QuestName	Objective	Description	DunningDialogue	UnfinishedDialogue	FinishedDialogue	Class	CanShare	CanRepeat	CanAssist	NeedAccept	Difficulty	QuestLevel	RequiredLevel	StartMapID	StartNpcTemplateID	StartDoodadTemplateID	StartItemType	StartItemIndex	StartGossipType	StartGossip1	StartGossip2	StartGossip3	StartGossip4	MinLevel	MaxLevel	MinMoral	MaxMoral	RequireGender	RequireRoleType	CooldownID	PrequestLogic	PrequestID1	PrequestID2	PrequestID3	PrequestID4	SubsequenceID	ForceIndex	StartTime	EndTime	RequireSkillID	MinSkillLevel	RequireLifeSkillID	MinLifeSkillLevel	StartForceIndex1	StartForceValue1	StartForceIndex2	StartForceValue2	StartForceIndex3	StartForceValue3	StartForceIndex4	StartForceValue4	StartRequireItemType1	StartRequireItemIndex1	StartRequireItemAmount1	StartRequireItemType2	StartRequireItemIndex2	StartRequireItemAmount2	StartRequireItemType3	StartRequireItemIndex3	StartRequireItemAmount3	StartRequireItemType4	StartRequireItemIndex4	StartRequireItemAmount4	OfferItemType1	OfferItemIndex1	OfferItemAmount1	OfferItemType2	OfferItemIndex2	OfferItemAmount2	OfferItemType3	OfferItemIndex3	OfferItemAmount3	OfferItemType4	OfferItemIndex4	OfferItemAmount4	EndMapID	EndNpcTemplateID	EndDoodadTemplateID	EndItemType	EndItemIndex	FinishTime	EndGossipType	EndGossip1	EndGossip2	EndGossip3	EndGossip4	EndRequireItemType1	EndRequireItemIndex1	EndRequireItemAmount1	IsDeleteEndRequireItem1	DropNpcTemplateID1	DropDoodadTemplateID1	DropItemRate1	IsDropForEach1	EndRequireItemType2	EndRequireItemIndex2	EndRequireItemAmount2	IsDeleteEndRequireItem2	DropNpcTemplateID2	DropDoodadTemplateID2	DropItemRate2	IsDropForEach2	EndRequireItemType3	EndRequireItemIndex3	EndRequireItemAmount3	IsDeleteEndRequireItem3	DropNpcTemplateID3	DropDoodadTemplateID3	DropItemRate3	IsDropForEach3	EndRequireItemType4	EndRequireItemIndex4	EndRequireItemAmount4	IsDeleteEndRequireItem4	DropNpcTemplateID4	DropDoodadTemplateID4	DropItemRate4	IsDropForEach4	KillNpcTemplateID1	KillNpcAmount1	KillNpcTemplateID2	KillNpcAmount2	KillNpcTemplateID3	KillNpcAmount3	KillNpcTemplateID4	KillNpcAmount4	QuestValue1	QuestValueStr1	QuestValue2	QuestValueStr2	QuestValue3	QuestValueStr3	QuestValue4	QuestValueStr4	QuestValue5	QuestValueStr5	QuestValue6	QuestValueStr6	QuestValue7	QuestValueStr7	QuestValue8	QuestValueStr8	EndForceIndex1	EndValue1	EndForceIndex2	EndValue2	EndForceIndex3	EndValue3	EndForceIndex4	EndValue4	RelationDoodadID1	RelationDoodadID2	RelationDoodadID3	RelationDoodadID4	HidePresent	PresentAll1	PresentAll2	PresentItemType1	PresentItemIndex1	PresentItemAmount1	PresentItemType2	PresentItemIndex2	PresentItemAmount2	PresentItemType3	PresentItemIndex3	PresentItemAmount3	PresentItemType4	PresentItemIndex4	PresentItemAmount4	PresentItemType5	PresentItemIndex5	PresentItemAmount5	PresentItemType6	PresentItemIndex6	PresentItemAmount6	PresentItemType7	PresentItemIndex7	PresentItemAmount7	PresentItemType8	PresentItemIndex8	PresentItemAmount8	PresentExp	PresentMoney	PresentMoral	AffectForceIndex1	AffectValue1	AffectForceIndex2	AffectValue2	AffectForceIndex3	AffectValue3	AffectForceIndex4	AffectValue4	AffectSkillID	Proficiency	RepeatCutPercent	PresentAssistIntimacy	PresentAssistMoral	PresentAssistExp	ScriptName	_Cat	_Type	_AreaQuest
609	闹鬼	去老君宫后面的兰若客栈废墟探查下闹鬼的事	最近<F173 老君宫后面的废墟>，总是传来异样的动静。听说以前那里是间客栈，后来不知怎么被废弃了。有谣传说那里来了个三头六臂，虎背熊腰的食人鬼！\n我辈修道之人，理应除魔卫道。本来我昨日已准备前往捉拿这害人精，无奈突然肚子痛的厉害。我施法运功，全靠丹田一口气，这下肚子一痛，气提不起来，只怕着了这小鬼的道，只有让他多话几天了。\n我看少侠气宇不凡，虽然比我差点，身手定然也很了得，不如替我<F171 前去探查探查。>你不要靠的太近，远远看见，回来告诉我位置就行了，待我肚子不痛了自会去收拾他。你敢吗？	去看了么，那里闹鬼闹的厉害，多半是真有鬼！	去看了么，那里闹鬼闹的厉害，多半是真有鬼！	果然是有鬼啊，我怎么敌的过，还是要找师父帮忙！	纯阳	1	0	0		八卦	20		7	763									17							0																																													7	763																																																		1	调查兰若客栈废墟																																																																								纯阳	123	
610	胭脂盒	若兰的胭脂盒丢了，在附近帮她找找。	<F173 胭脂盒>，胭脂盒，我的胭脂盒！帮我找找我的胭脂盒吧。奶奶买给我的，<F173 若兰>还没来的及用。	胭脂盒，胭脂盒，你找到我的胭脂盒了吗？	胭脂盒，胭脂盒，你找到我的胭脂盒了吗？	胭脂盒，胭脂盒，这就是我的胭脂盒。若兰可以化妆了。	纯阳	0	0	0		八卦	20		7	762									17							0																																													7	762										5	702	1																																																																																													5000	2000																	纯阳	123	
611	求助	找上官博玉求取能够收服女鬼的方法。	啊，真的有鬼吗？还是个没脸的女鬼？\n<H28><F174 他看起来直发抖。>\n<H28>这个不好办啊，师父只教了我打败食人恶鬼的方法，没有传授我收服女鬼的方法。看来要收服这个女鬼，还是要<F171 找我师父！>师父的驱鬼符厉害无比，定能将她照的魂飞魄散。\n我师父就是鼎鼎大名的纯阳五子之一的<F173 上官真人>，他就在<F173 西面老君宫前。>	快去找我师父吧，我在这里守着，量她不敢出来。	哦？原来传言废墟闹鬼是真的。	哦？原来传言废墟闹鬼是真的。	纯阳	1	0	0		八卦	20		7	763																1	610	609			613																																								7	732																																																																																																									5000	2000																	纯阳	123	
612	画符	在山官博玉画的老君镇魂符上注入真气	妖魔鬼怪，多为身前怨气而成。死后不入轮回，偶或现于世间。我这就做一道<F173 老君镇魂符，>此符不但可以让鬼魂显出本来面目，还可以记下鬼魂怨气。我先画好镇魂符文，由你来注入真气。我要看看你是否有功力使用此符，否则不能叫你前去驱鬼，白白送了性命。我看少侠习武应该也有些时日了，功夫也有些根底，<F171 来试试吧！>	打开老君镇魂符，你只要在符头符尾注入真气就行了。	打开老君镇魂符，你只要在符头符尾注入真气就行了。	恩，不错不错，少侠果然内力根基不错。	纯阳	0	0	0		八卦	20		7	732									20							1	611				613																																								7	732																																																																																																										2000																	纯阳	123	
613	驱鬼	找到兰若废墟里的女鬼，使用老君符收服她。再把老君符带给上官博玉。	<F173 老君符>已画好，现在你需要带着它找到那女鬼，把<F171 老君符帖在她额头上>，就可以看到她的本来面目。不过你需小心，鬼魂现出原型以后，会攻击生人。少侠到时要根据自己的实力判断情况，如若不敌，尽快全身而退。贫道自会亲自前往收服。如若少侠能收了此鬼，请<F171 把使用后的老君镇魂符再带回给我>，贫道自能从符上看出此鬼的由来。	准备好了吗？凭少侠的功力，加上老君镇魂符，应该可以降伏此鬼。	准备好了吗？凭少侠的功力，加上老君镇魂符，应该可以降伏此鬼。	很好很好，待我来看看这老君符里带着什么样的怨气吧。	纯阳	0	0	0		八卦	20		7	732									20							1	612				614																												5	703	1										7	732										5	704	1																																																																																													2000	2000																	纯阳	123	
614	倩女幽魂	听上官博玉讲述女鬼的来历	冤孽啊，兰若客栈毁于战乱，在我来纯阳之前就已经废弃了。没想到它的主人还徘徊于此。<F173 五毒教>行事险恶至此，无怪乎武林中都以邪教称之。少侠既然遇到此事，是否想知道此事的来龙去脉？少侠若有此意愿，我就将这符上所藏之事告诉你吧。			五毒教，五毒教。没想到南诏邪教行事真的歹毒至此。我把老君镇魂符上看到的都写在这本册子上，你若还有疑问，就自己再去探查吧。	纯阳	1	0	0		八卦	20		7	732									20							1	613																																												7	732																																																																															1		5	705	1																						5000	2000																	纯阳	123	
615	长生丹	从朝阳峰南的灞陵卫身上找回王阳的长生丹。	<F173 长生丹>，我的长生丹啊！你看看，这炉子都空了。刚才我不过抽空打个盹，没想到醒来我的丹药就不在了。这朝阳峰上最近来了很多神策军，一定是他们拿去了。可惜我自入纯阳以来沉迷炼丹，武功未够火侯，你能帮我去取回吗？应该就是那些<F172 灞陵卫>拿去了，他们就在南边。不过他们不知道服用方法，吃了丹药也没用。你如果能<F171 帮我取回，>我就把我的长生秘方告诉你。	怎么样？找回丹药了吗？他们就在南面的上坡上。	怎么样？找回丹药了吗？他们就在南面的上坡上。	就是这个！终于炼成长生丹了！	纯阳	1	0	0		八卦	20		7	746									20							1																																													7	746										5		1				314573																																																																																									5000	2000																	纯阳	123	
616	求救	找山石道人求教吕洞宾当年练成的长生方中的一味药。	啊，看来我还是失败了……\n长生丹本非凡人敢企及，只因几年前在<F173 朝阳北峰>遇到个自称<F173 山石道人>的道士。和他讲经论道，处处落了下风。又被他嗤笑说我所炼丹药皆为凡品。故而赌气在此，要炼出吕祖当年的长生丹，让他无话可说。今次再次失败，我确实已无信心。但又无面目再去求他。你能<F171 帮我去问问他>吗？我不要知道完整的配方，只要我有一味药是用对的，我就心满意足了。他应该就在<F173 朝阳北峰入口处>。	我实在没面目再去找他了，你能帮我去讨药方里的一味药吗？	呵呵，他终于放弃了啊，不这样恐怕他永远也不会放弃。	呵呵，他终于放弃了啊，不这样恐怕他永远也不会放弃。	纯阳	1	0	0		八卦	20		7	746									20							1	615				617																																								7	753																																																																																																									5000	2000																	纯阳	123	
617	吕祖长生方	听山石道人讲述当年吕洞宾找何仙姑求长生方的故事	王阳他今天终于肯放弃了，那么现在别说是一味药，把长生方全部都告诉他也行。他这人虽然聪明过人，但是太过执着于事，偏离正道。当初如果我立刻给他看了长生方，他一定不相信。还是要等他自己悟道，才能让他找到修真的正路。\n既然他让你来找我了，我就告诉你当初吕祖师爷找何仙姑求长生方的经过吧。<F171 你听完再去转告于他>。	明白吕祖长生方的含义了吗？	明白吕祖长生方的含义了吗？	看来少侠悟性也是不错，我就把这本吕祖长生方送于你吧。	纯阳	1	0	0		八卦	20		7	753									20							1					618																																								7	753																																																		1	听山石道人讲述长生方的故事																												1		5	707	1																						5000	2000																	纯阳	123	
618	悟长生	告诉王阳真正的吕祖长生方是什么。	少侠想必应该明白了吕祖长生方的奥秘了吧。那就麻烦少侠去<F171 转告王阳>。经过这两年的磨砺，能不能顿悟，就看他的造化了。	你已经明白了其中的道理，就去告诉王阳吧。	怎么样？那山石道人告诉你了长生方吗？	怎么样？那山石道人告诉你了长生方吗？	纯阳	1	0	0		八卦	20		7	753									20							1	617																																												7	746																																																																																																									5000	2000																	纯阳	123	
619	老君炉	操作老君炉，炼出下品壮骨粉。	<N>你年纪轻轻，没想到已帮我们丹房做了这许多麻烦事。不错不错，年轻人前途无量啊。以后你自己找来材料，都可以使用这老君炉炼制。老君炉本可炼万物精华，但此处天地灵气不足，所以只能炼普通丹药。传说华山上有一九老洞，洞里天地灵气聚集，更有五色麒麟神兽。如果在那里炼制丹药，应该就可以练出上好的灵丹妙药了。\n我先给你<F173 一根尖牙兽骨>和<F173 一颗斑纹虎牙>，你把他们<F171 依次放入老君炉>，然后再<F171 使用纯阳丹符>，就可以炼出<F173 下品壮骨粉>了。等你学会了如何使用炉子，我就送你本自己收集的炼丹配方吧。	操作炉子，依次放下你的材料，再使用纯阳丹符就好了。怎么样，炼好了吗？	操作炉子，依次放下你的材料，再使用纯阳丹符就好了。怎么样，炼好了吗？	你已经学会怎么使用老君炉了吧。我这里有个炼丹药的方子，取材都在这华山之上，是我自己炼丹的一点心得，送于你当做酬谢吧。	纯阳	0	0	0		八卦	20		7	732									20							1	565																																5	708	1	5	709	1	5	710	1				7	732																																																		1	使用老君炉炼丹																												1		5	711	1																						5000	2000																	纯阳	123	
